(23.4, 31.4, 17.4);(0.8050777);(0.0, -5.2, 0.0);(3.0, 1.0, 14.9)
(23.4, 31.2, 17.4);(0.8050777);(0.0, -5.4, 0.0);(3.0, 1.0, 14.9)
(23.4, 31.1, 17.4);(0.8050777);(0.0, -5.6, 0.0);(3.0, 1.0, 14.9)
(23.4, 31.0, 17.4);(0.8050777);(0.0, -5.7, 0.0);(3.0, 1.0, 14.9)
(23.4, 30.9, 17.4);(0.8050777);(0.0, -5.9, 0.0);(3.0, 1.0, 14.9)
(23.4, 30.8, 17.4);(0.8050777);(0.0, -6.1, 0.0);(3.0, 1.0, 14.9)
(23.4, 30.7, 17.4);(0.8050777);(0.0, -6.3, 0.0);(3.0, 1.0, 14.9)
(23.4, 30.5, 17.4);(0.8050777);(0.0, -6.5, 0.0);(3.0, 1.0, 14.9)
(23.4, 30.4, 17.4);(0.8050777);(0.0, -6.7, 0.0);(3.0, 1.0, 14.9)
(23.4, 30.3, 17.4);(0.8050777);(0.0, -6.8, 0.0);(3.0, 1.0, 14.9)
(23.4, 30.1, 17.4);(0.8050777);(0.0, -7.0, 0.0);(3.0, 1.0, 14.9)
(23.4, 30.0, 17.4);(0.8050777);(0.0, -7.2, 0.0);(3.0, 1.0, 14.9)
(23.4, 29.8, 17.4);(0.8050777);(0.0, -7.4, 0.0);(3.0, 1.0, 14.9)
(23.4, 29.7, 17.4);(0.8050777);(0.0, -7.6, 0.0);(3.0, 1.0, 14.9)
(23.4, 29.5, 17.4);(0.8050777);(0.0, -7.7, 0.0);(3.0, 1.0, 14.9)
(23.4, 29.4, 17.4);(0.8050777);(0.0, -7.9, 0.0);(3.0, 1.0, 14.9)
(23.4, 29.2, 17.4);(0.8050777);(0.0, -8.1, 0.0);(3.0, 1.0, 14.9)
(23.4, 29.0, 17.4);(0.8050777);(0.0, -8.3, 0.0);(3.0, 1.0, 14.9)
(23.4, 28.9, 17.4);(0.8050777);(0.0, -8.5, 0.0);(3.0, 1.0, 14.9)
