(17.8, 39.2, 4.1);(0.7632754);(-0.2, -4.9, 0.1);(-9.5, 1.0, -8.4)
(17.7, 39.1, 4.1);(0.7619611);(-0.2, -5.1, 0.1);(-9.5, 1.0, -8.4)
(17.7, 39.0, 4.1);(0.7606168);(-0.2, -5.3, 0.1);(-9.5, 1.0, -8.4)
(17.7, 38.9, 4.1);(0.7592428);(-0.2, -5.5, 0.1);(-9.5, 1.0, -8.4)
(17.7, 38.7, 4.1);(0.7578394);(-0.2, -5.7, 0.1);(-9.5, 1.0, -8.4)
(17.7, 38.6, 4.1);(0.7564068);(-0.2, -5.8, 0.1);(-9.5, 1.0, -8.4)
(17.7, 38.5, 4.1);(0.7549453);(-0.2, -6.0, 0.1);(-9.5, 1.0, -8.4)
(17.7, 38.4, 4.1);(0.7534552);(-0.2, -6.2, 0.1);(-9.5, 1.0, -8.4)
(17.7, 38.3, 4.1);(0.7519366);(-0.2, -6.4, 0.1);(-9.5, 1.0, -8.4)
(17.7, 38.1, 4.1);(0.7503898);(-0.2, -6.6, 0.1);(-9.5, 1.0, -8.4)
(17.7, 38.0, 4.1);(0.7488151);(-0.2, -6.8, 0.1);(-9.5, 1.0, -8.4)
(17.6, 37.9, 4.1);(0.7472126);(-0.2, -6.9, 0.1);(-9.5, 1.0, -8.4)
(17.6, 37.7, 4.1);(0.7455829);(-0.2, -7.1, 0.1);(-9.5, 1.0, -8.4)
(17.6, 37.6, 4.2);(0.7439257);(-0.2, -7.3, 0.1);(-9.5, 1.0, -8.4)
(17.6, 37.4, 4.2);(0.7422417);(-0.2, -7.5, 0.1);(-9.5, 1.0, -8.4)
(17.6, 37.3, 4.2);(0.740531);(-0.2, -7.7, 0.1);(-9.5, 1.0, -8.4)
(17.6, 37.1, 4.2);(0.7387939);(-0.2, -7.8, 0.1);(-9.5, 1.0, -8.4)
(17.6, 37.0, 4.2);(0.7370303);(-0.2, -8.0, 0.1);(-9.5, 1.0, -8.4)
(17.6, 36.8, 4.2);(0.735241);(-0.2, -8.2, 0.1);(-9.5, 1.0, -8.4)
(17.6, 36.6, 4.2);(0.7334259);(-0.2, -8.4, 0.1);(-9.5, 1.0, -8.4)
(17.6, 36.5, 4.2);(0.7315853);(-0.2, -8.6, 0.1);(-9.5, 1.0, -8.4)
