(15.4, 34.6, -23.7);(0.7162843);(0.0, -5.2, 0.0);(-1.4, 1.0, -9.8)
(15.4, 34.5, -23.7);(0.721859);(0.3, -5.5, -0.2);(-1.4, 1.0, -9.8)
(15.5, 34.3, -23.7);(0.7330856);(0.6, -5.7, -0.3);(-1.4, 1.0, -9.8)
(15.5, 34.2, -23.7);(0.7493566);(0.9, -6.0, -0.5);(-1.4, 1.0, -9.8)
(15.6, 34.1, -23.8);(0.7702563);(1.2, -6.2, -0.6);(-1.4, 1.0, -9.8)
(15.6, 33.9, -23.8);(0.7952073);(1.5, -6.5, -0.8);(-1.4, 1.0, -9.8)
(15.7, 33.7, -23.8);(0.8234871);(1.9, -6.7, -1.0);(-1.4, 1.0, -9.8)
(15.8, 33.5, -23.9);(0.854459);(2.2, -6.9, -1.2);(-1.4, 1.0, -9.8)
(15.9, 33.4, -23.9);(0.8861972);(2.5, -7.1, -1.4);(-1.4, 1.0, -9.8)
(16.1, 33.2, -24.0);(0.9171722);(2.8, -7.2, -1.6);(-1.4, 1.0, -9.8)
(16.2, 33.0, -24.1);(0.945673);(3.0, -7.3, -1.9);(-1.4, 1.0, -9.8)
(16.3, 32.8, -24.2);(0.9693035);(3.2, -7.2, -2.2);(-1.4, 1.0, -9.8)
(16.5, 32.7, -24.3);(0.9863709);(3.3, -7.1, -2.5);(-1.4, 1.0, -9.8)
(16.7, 32.5, -24.4);(0.9955537);(3.3, -6.9, -2.7);(-1.4, 1.0, -9.8)
(16.8, 32.4, -24.6);(0.9962015);(3.3, -6.7, -2.7);(-1.4, 1.0, -9.8)
(17.0, 32.2, -24.7);(0.9888559);(3.1, -6.5, -2.7);(-1.4, 1.0, -9.8)
(17.1, 32.1, -24.8);(0.9742355);(3.0, -6.2, -2.6);(-1.4, 1.0, -9.8)
(17.2, 32.0, -24.9);(0.9536487);(2.8, -6.1, -2.5);(-1.4, 1.0, -9.8)
(17.3, 31.9, -25.0);(0.9280797);(2.6, -5.9, -2.4);(-1.4, 1.0, -9.8)
(17.5, 31.9, -25.1);(0.8985576);(2.3, -5.7, -2.2);(-1.4, 1.0, -9.8)
(17.5, 31.8, -25.2);(0.8663971);(2.0, -5.6, -2.0);(-1.4, 1.0, -9.8)
(17.6, 31.7, -25.3);(0.8313429);(1.8, -5.5, -1.9);(-1.4, 1.0, -9.8)
(17.7, 31.7, -25.4);(0.7949898);(1.5, -5.4, -1.7);(-1.4, 1.0, -9.8)
(17.8, 31.6, -25.5);(0.7580046);(1.3, -5.3, -1.5);(-1.4, 1.0, -9.8)
(17.8, 31.5, -25.5);(0.7208229);(1.0, -5.3, -1.2);(-1.4, 1.0, -9.8)
(17.9, 31.5, -25.6);(0.6836337);(0.7, -5.2, -1.0);(-1.4, 1.0, -9.8)
(17.9, 31.4, -25.6);(0.6468785);(0.4, -5.2, -0.8);(-1.4, 1.0, -9.8)
(17.9, 31.4, -25.7);(0.6120667);(0.1, -5.3, -0.5);(-1.4, 1.0, -9.8)
(18.0, 31.3, -25.7);(0.5782466);(-0.2, -5.3, -0.3);(-1.4, 1.0, -9.8)
(18.0, 31.2, -25.7);(0.5449605);(-0.5, -5.3, 0.0);(-1.4, 1.0, -9.8)
(18.0, 31.2, -25.7);(0.5135356);(-0.7, -5.3, 0.2);(-1.4, 1.0, -9.8)
(18.0, 31.1, -25.7);(0.4832294);(-1.0, -5.4, 0.4);(-1.4, 1.0, -9.8)
(18.0, 31.0, -25.7);(0.4548737);(-1.3, -5.5, 0.6);(-1.4, 1.0, -9.8)
(17.9, 30.9, -25.7);(0.4276448);(-1.5, -5.6, 0.9);(-1.4, 1.0, -9.8)
(17.9, 30.8, -25.7);(0.4013485);(-1.8, -5.6, 1.1);(-1.4, 1.0, -9.8)
(17.9, 30.8, -25.7);(0.3768691);(-2.1, -5.7, 1.4);(-1.4, 1.0, -9.8)
(17.8, 30.7, -25.7);(0.3537998);(-2.4, -5.8, 1.6);(-1.4, 1.0, -9.8)
(17.8, 30.6, -25.7);(0.3320977);(-2.6, -5.9, 1.8);(-1.4, 1.0, -9.8)
